EN,EN_without_numbers,,FR_without_numbers,numbers,FR
422-122949-0014 NOTHING BUT NEW WHYS NOTHING BUT NEW HOWS NO COMMON FORMULAS ANY LONGER MISUNDERSTANDING AND DISREGARD IN LEAGUE WITH EACH OTHER DECAY DETERIORATION AND THE LOFTIEST DESIRES FRIGHTFULLY ENTANGLED THE GENIUS OF THE RACE OVERFLOWING FROM ALL THE CORNUCOPIAS OF GOOD AND BAD A PORTENTOUS SIMULTANEOUSNESS OF SPRING AND AUTUMN FULL OF NEW CHARMS AND MYSTERIES PECULIAR TO THE FRESH STILL INEXHAUSTED STILL UNWEARIED CORRUPTION,NOTHING BUT NEW WHYS NOTHING BUT NEW HOWS NO COMMON FORMULAS ANY LONGER MISUNDERSTANDING AND DISREGARD IN LEAGUE WITH EACH OTHER DECAY DETERIORATION AND THE LOFTIEST DESIRES FRIGHTFULLY ENTANGLED THE GENIUS OF THE RACE OVERFLOWING FROM ALL THE CORNUCOPIAS OF GOOD AND BAD A PORTENTOUS SIMULTANEOUSNESS OF SPRING AND AUTUMN FULL OF NEW CHARMS AND MYSTERIES PECULIAR TO THE FRESH STILL INEXHAUSTED STILL UNWEARIED CORRUPTION,,Rien que de nouveaux coups que de nouveaux comment aucune formule courante ne comprend plus de malentendus et ne tient pas compte de la ligue entre eux. Plein de nouveaux charmes et mystères propres à la corruption encore inépuisée,422-122949-0014 ,422-122949-0014 Rien que de nouveaux coups que de nouveaux comment aucune formule courante ne comprend plus de malentendus et ne tient pas compte de la ligue entre eux. Plein de nouveaux charmes et mystères propres à la corruption encore inépuisée
422-122949-0015 DANGER IS AGAIN PRESENT THE MOTHER OF MORALITY GREAT DANGER THIS TIME SHIFTED INTO THE INDIVIDUAL INTO THE NEIGHBOUR AND FRIEND INTO THE STREET INTO THEIR OWN CHILD INTO THEIR OWN HEART INTO ALL THE MOST PERSONAL AND SECRET RECESSES OF THEIR DESIRES AND VOLITIONS,DANGER IS AGAIN PRESENT THE MOTHER OF MORALITY GREAT DANGER THIS TIME SHIFTED INTO THE INDIVIDUAL INTO THE NEIGHBOUR AND FRIEND INTO THE STREET INTO THEIR OWN CHILD INTO THEIR OWN HEART INTO ALL THE MOST PERSONAL AND SECRET RECESSES OF THEIR DESIRES AND VOLITIONS,,"Le danger est à nouveau présent la mère de la moralité grand danger cette fois, s'est déplacée dans l'individu dans le voisin et l'ami dans la rue dans son propre enfant dans son propre cœur dans toutes les recoins les plus personnels et les plus secrètes de leurs désirs et de leurs volontaires",422-122949-0015 ,"422-122949-0015 Le danger est à nouveau présent la mère de la moralité grand danger cette fois, s'est déplacée dans l'individu dans le voisin et l'ami dans la rue dans son propre enfant dans son propre cœur dans toutes les recoins les plus personnels et les plus secrètes de leurs désirs et de leurs volontaires"
422-122949-0016 WHAT WILL THE MORAL PHILOSOPHERS WHO APPEAR AT THIS TIME HAVE TO PREACH,WHAT WILL THE MORAL PHILOSOPHERS WHO APPEAR AT THIS TIME HAVE TO PREACH,,Que seront les philosophes moraux qui apparaîtront à ce moment-là à prêcher,422-122949-0016 ,422-122949-0016 Que seront les philosophes moraux qui apparaîtront à ce moment-là à prêcher
422-122949-0017 THIS IS THE PROBLEM OF RACE,THIS IS THE PROBLEM OF RACE,,C'est le problème de la race,422-122949-0017 ,422-122949-0017 C'est le problème de la race
422-122949-0018 IN OUR VERY DEMOCRATIC OR RATHER VERY PLEBEIAN AGE EDUCATION AND CULTURE MUST BE ESSENTIALLY THE ART OF DECEIVING DECEIVING WITH REGARD TO ORIGIN WITH REGARD TO THE INHERITED PLEBEIANISM IN BODY AND SOUL,IN OUR VERY DEMOCRATIC OR RATHER VERY PLEBEIAN AGE EDUCATION AND CULTURE MUST BE ESSENTIALLY THE ART OF DECEIVING DECEIVING WITH REGARD TO ORIGIN WITH REGARD TO THE INHERITED PLEBEIANISM IN BODY AND SOUL,,"Dans notre âge très démocratique ou plutôt très plébéien, l'éducation et la culture doivent être essentiellement l'art de tromper la tromperie en ce qui concerne l'origine en ce qui concerne le plébéianisme héréditaire dans le corps et l'âme",422-122949-0018 ,"422-122949-0018 Dans notre âge très démocratique ou plutôt très plébéien, l'éducation et la culture doivent être essentiellement l'art de tromper la tromperie en ce qui concerne l'origine en ce qui concerne le plébéianisme héréditaire dans le corps et l'âme"
422-122949-0019 THE NOBLE SOUL ACCEPTS THE FACT OF HIS EGOISM WITHOUT QUESTION AND ALSO WITHOUT CONSCIOUSNESS OF HARSHNESS CONSTRAINT OR ARBITRARINESS THEREIN BUT RATHER AS SOMETHING THAT MAY HAVE ITS BASIS IN THE PRIMARY LAW OF THINGS IF HE SOUGHT A DESIGNATION FOR IT HE WOULD SAY IT IS JUSTICE ITSELF,THE NOBLE SOUL ACCEPTS THE FACT OF HIS EGOISM WITHOUT QUESTION AND ALSO WITHOUT CONSCIOUSNESS OF HARSHNESS CONSTRAINT OR ARBITRARINESS THEREIN BUT RATHER AS SOMETHING THAT MAY HAVE ITS BASIS IN THE PRIMARY LAW OF THINGS IF HE SOUGHT A DESIGNATION FOR IT HE WOULD SAY IT IS JUSTICE ITSELF,,"La noble âme accepte le fait de son égoïsme sans aucun doute et aussi sans conscience de la contrainte de dureté ou de l'arbitraire, mais plutôt comme quelque chose qui pourrait avoir sa base dans la loi primaire des choses s'il cherchait une désignation, il dirait que c'est la justice elle-même",422-122949-0019 ,"422-122949-0019 La noble âme accepte le fait de son égoïsme sans aucun doute et aussi sans conscience de la contrainte de dureté ou de l'arbitraire, mais plutôt comme quelque chose qui pourrait avoir sa base dans la loi primaire des choses s'il cherchait une désignation, il dirait que c'est la justice elle-même"
422-122949-0020 ON THIS ACCOUNT THE PEOPLE OF ONE NATION UNDERSTAND ONE ANOTHER BETTER THAN THOSE BELONGING TO DIFFERENT NATIONS EVEN WHEN THEY USE THE SAME LANGUAGE OR RATHER WHEN PEOPLE HAVE LIVED LONG TOGETHER UNDER SIMILAR CONDITIONS OF CLIMATE SOIL DANGER REQUIREMENT TOIL THERE ORIGINATES THEREFROM AN ENTITY THAT UNDERSTANDS ITSELF NAMELY A NATION,ON THIS ACCOUNT THE PEOPLE OF ONE NATION UNDERSTAND ONE ANOTHER BETTER THAN THOSE BELONGING TO DIFFERENT NATIONS EVEN WHEN THEY USE THE SAME LANGUAGE OR RATHER WHEN PEOPLE HAVE LIVED LONG TOGETHER UNDER SIMILAR CONDITIONS OF CLIMATE SOIL DANGER REQUIREMENT TOIL THERE ORIGINATES THEREFROM AN ENTITY THAT UNDERSTANDS ITSELF NAMELY A NATION,,"De ce fait, les habitants d'une nation se comprennent mieux que ceux appartenant à différentes nations même lorsqu'ils utilisent la même langue ou plutôt lorsque les gens ont vécu longtemps ensemble dans des conditions similaires d'exigence de danger du sol climatique À savoir une nation",422-122949-0020 ,"422-122949-0020 De ce fait, les habitants d'une nation se comprennent mieux que ceux appartenant à différentes nations même lorsqu'ils utilisent la même langue ou plutôt lorsque les gens ont vécu longtemps ensemble dans des conditions similaires d'exigence de danger du sol climatique À savoir une nation"
422-122949-0021 THE GREATER THE DANGER THE GREATER IS THE NEED OF AGREEING QUICKLY AND READILY ABOUT WHAT IS NECESSARY NOT TO MISUNDERSTAND ONE ANOTHER IN DANGER THAT IS WHAT CANNOT AT ALL BE DISPENSED WITH IN INTERCOURSE,THE GREATER THE DANGER THE GREATER IS THE NEED OF AGREEING QUICKLY AND READILY ABOUT WHAT IS NECESSARY NOT TO MISUNDERSTAND ONE ANOTHER IN DANGER THAT IS WHAT CANNOT AT ALL BE DISPENSED WITH IN INTERCOURSE,,"Plus le danger est grand, plus le besoin est grand de s'accorder rapidement et facilement sur ce qui est nécessaire pour ne pas se maltraiter mutuellement en danger, c'est ce qui ne peut pas du tout être distribué dans les rapports sexuels",422-122949-0021 ,"422-122949-0021 Plus le danger est grand, plus le besoin est grand de s'accorder rapidement et facilement sur ce qui est nécessaire pour ne pas se maltraiter mutuellement en danger, c'est ce qui ne peut pas du tout être distribué dans les rapports sexuels"
422-122949-0022 ALSO IN ALL LOVES AND FRIENDSHIPS ONE HAS THE EXPERIENCE THAT NOTHING OF THE KIND CONTINUES WHEN THE DISCOVERY HAS BEEN MADE THAT IN USING THE SAME WORDS ONE OF THE TWO PARTIES HAS FEELINGS THOUGHTS INTUITIONS WISHES OR FEARS DIFFERENT FROM THOSE OF THE OTHER,ALSO IN ALL LOVES AND FRIENDSHIPS ONE HAS THE EXPERIENCE THAT NOTHING OF THE KIND CONTINUES WHEN THE DISCOVERY HAS BEEN MADE THAT IN USING THE SAME WORDS ONE OF THE TWO PARTIES HAS FEELINGS THOUGHTS INTUITIONS WISHES OR FEARS DIFFERENT FROM THOSE OF THE OTHER,,"Aussi dans tous les amours et les amitiés, on a l'expérience que rien de ce genre ne continue lorsque la découverte a été faite qu'en utilisant les mêmes mots, l'une des deux parties a des sentiments de pensées, les intuitions souhaitent ou crainsent différentes de celles de l'autre",422-122949-0022 ,"422-122949-0022 Aussi dans tous les amours et les amitiés, on a l'expérience que rien de ce genre ne continue lorsque la découverte a été faite qu'en utilisant les mêmes mots, l'une des deux parties a des sentiments de pensées, les intuitions souhaitent ou crainsent différentes de celles de l'autre"
422-122949-0023 WHICHEVER GROUPS OF SENSATIONS WITHIN A SOUL AWAKEN MOST READILY BEGIN TO SPEAK AND GIVE THE WORD OF COMMAND THESE DECIDE AS TO THE GENERAL ORDER OF RANK OF ITS VALUES AND DETERMINE ULTIMATELY ITS LIST OF DESIRABLE THINGS,WHICHEVER GROUPS OF SENSATIONS WITHIN A SOUL AWAKEN MOST READILY BEGIN TO SPEAK AND GIVE THE WORD OF COMMAND THESE DECIDE AS TO THE GENERAL ORDER OF RANK OF ITS VALUES AND DETERMINE ULTIMATELY ITS LIST OF DESIRABLE THINGS,,"Quels que soient les groupes de sensations dans une âme, le plus facilement commence à parler et à donner le mot de commandement, ceux-ci décident de l'ordre général de rang de ses valeurs et déterminent finalement sa liste de choses souhaitables",422-122949-0023 ,"422-122949-0023 Quels que soient les groupes de sensations dans une âme, le plus facilement commence à parler et à donner le mot de commandement, ceux-ci décident de l'ordre général de rang de ses valeurs et déterminent finalement sa liste de choses souhaitables"
422-122949-0024 A MAN'S ESTIMATES OF VALUE BETRAY SOMETHING OF THE STRUCTURE OF HIS SOUL AND WHEREIN IT SEES ITS CONDITIONS OF LIFE ITS INTRINSIC NEEDS,A MAN'S ESTIMATES OF VALUE BETRAY SOMETHING OF THE STRUCTURE OF HIS SOUL AND WHEREIN IT SEES ITS CONDITIONS OF LIFE ITS INTRINSIC NEEDS,,Les estimations de la valeur d'un homme trahissent quelque chose de la structure de son âme et dans laquelle il voit ses conditions de vie ses besoins intrinsèques,422-122949-0024 ,422-122949-0024 Les estimations de la valeur d'un homme trahissent quelque chose de la structure de son âme et dans laquelle il voit ses conditions de vie ses besoins intrinsèques
422-122949-0025 PROFOUND SUFFERING MAKES NOBLE IT SEPARATES ONE OF THE MOST REFINED FORMS OF DISGUISE IS EPICURISM ALONG WITH A CERTAIN OSTENTATIOUS BOLDNESS OF TASTE WHICH TAKES SUFFERING LIGHTLY AND PUTS ITSELF ON THE DEFENSIVE AGAINST ALL THAT IS SORROWFUL AND PROFOUND,PROFOUND SUFFERING MAKES NOBLE IT SEPARATES ONE OF THE MOST REFINED FORMS OF DISGUISE IS EPICURISM ALONG WITH A CERTAIN OSTENTATIOUS BOLDNESS OF TASTE WHICH TAKES SUFFERING LIGHTLY AND PUTS ITSELF ON THE DEFENSIVE AGAINST ALL THAT IS SORROWFUL AND PROFOUND,,La souffrance profonde fait que le noble sépare l'une des formes de déguisement les plus raffinées est l'épicurisme avec une certaine audace ostentatoire du goût qui prend la souffrance et se met sur la défensive contre tout ce qui est douloureux et profond,422-122949-0025 ,422-122949-0025 La souffrance profonde fait que le noble sépare l'une des formes de déguisement les plus raffinées est l'épicurisme avec une certaine audace ostentatoire du goût qui prend la souffrance et se met sur la défensive contre tout ce qui est douloureux et profond
422-122949-0026 THE HIGHEST INSTINCT FOR PURITY PLACES HIM WHO IS AFFECTED WITH IT IN THE MOST EXTRAORDINARY AND DANGEROUS ISOLATION AS A SAINT FOR IT IS JUST HOLINESS THE HIGHEST SPIRITUALIZATION OF THE INSTINCT IN QUESTION,THE HIGHEST INSTINCT FOR PURITY PLACES HIM WHO IS AFFECTED WITH IT IN THE MOST EXTRAORDINARY AND DANGEROUS ISOLATION AS A SAINT FOR IT IS JUST HOLINESS THE HIGHEST SPIRITUALIZATION OF THE INSTINCT IN QUESTION,,"L'instinct le plus élevé de pureté place celui qui en est touché dans l'isolement le plus extraordinaire et le plus dangereux en tant que saint, c'est juste la sainteté la plus grande spiritualisation de l'instinct en question",422-122949-0026 ,"422-122949-0026 L'instinct le plus élevé de pureté place celui qui en est touché dans l'isolement le plus extraordinaire et le plus dangereux en tant que saint, c'est juste la sainteté la plus grande spiritualisation de l'instinct en question"
422-122949-0027 OCCASIONALLY TOO THE WAKING CALL COMES TOO LATE THE CHANCE WHICH GIVES PERMISSION TO TAKE ACTION WHEN THEIR BEST YOUTH AND STRENGTH FOR ACTION HAVE BEEN USED UP IN SITTING STILL AND HOW MANY A ONE JUST AS HE SPRANG UP HAS FOUND WITH HORROR THAT HIS LIMBS ARE BENUMBED AND HIS SPIRITS ARE NOW TOO HEAVY,OCCASIONALLY TOO THE WAKING CALL COMES TOO LATE THE CHANCE WHICH GIVES PERMISSION TO TAKE ACTION WHEN THEIR BEST YOUTH AND STRENGTH FOR ACTION HAVE BEEN USED UP IN SITTING STILL AND HOW MANY A ONE JUST AS HE SPRANG UP HAS FOUND WITH HORROR THAT HIS LIMBS ARE BENUMBED AND HIS SPIRITS ARE NOW TOO HEAVY,,"Parfois aussi l'appel éveillé arrive trop tard, la chance qui donne la permission d'agir lorsque leur meilleure jeunesse et leur force pour l'action ont été utilisées pour s'asseoir et combien un juste comme il est venu avec horreur que ses membres sont benu Et ses esprits sont maintenant trop lourds",422-122949-0027 ,"422-122949-0027 Parfois aussi l'appel éveillé arrive trop tard, la chance qui donne la permission d'agir lorsque leur meilleure jeunesse et leur force pour l'action ont été utilisées pour s'asseoir et combien un juste comme il est venu avec horreur que ses membres sont benu Et ses esprits sont maintenant trop lourds"
422-122949-0028 AND WHOEVER THOU ART WHAT IS IT THAT NOW PLEASES THEE,AND WHOEVER THOU ART WHAT IS IT THAT NOW PLEASES THEE,,Et qui que tu es ce qui te plaît maintenant,422-122949-0028 ,422-122949-0028 Et qui que tu es ce qui te plaît maintenant
422-122949-0029 ONLY NAME IT WHATEVER I HAVE I OFFER THEE,ONLY NAME IT WHATEVER I HAVE I OFFER THEE,,"Nommez seulement tout ce que j'ai, je t'offre",422-122949-0029 ,"422-122949-0029 Nommez seulement tout ce que j'ai, je t'offre"
422-122949-0030 BUT YOU MISUNDERSTAND HIM WHEN YOU COMPLAIN ABOUT IT,BUT YOU MISUNDERSTAND HIM WHEN YOU COMPLAIN ABOUT IT,,Mais tu le comprends mal quand tu m'en plaignent,422-122949-0030 ,422-122949-0030 Mais tu le comprends mal quand tu m'en plaignent
422-122949-0031 THERE MUST BE A SORT OF REPUGNANCE IN ME TO BELIEVE ANYTHING DEFINITE ABOUT MYSELF IS THERE PERHAPS SOME ENIGMA THEREIN,THERE MUST BE A SORT OF REPUGNANCE IN ME TO BELIEVE ANYTHING DEFINITE ABOUT MYSELF IS THERE PERHAPS SOME ENIGMA THEREIN,,Il doit y avoir une sorte de répugnance en moi pour croire que tout ce qui est définitif sur moi-même est peut-être une énigme,422-122949-0031 ,422-122949-0031 Il doit y avoir une sorte de répugnance en moi pour croire que tout ce qui est définitif sur moi-même est peut-être une énigme
422-122949-0032 PROBABLY BUT FORTUNATELY NOTHING FOR MY OWN TEETH PERHAPS IT BETRAYS THE SPECIES TO WHICH I BELONG BUT NOT TO MYSELF AS IS SUFFICIENTLY AGREEABLE TO ME BUT WHAT HAS HAPPENED TO YOU,PROBABLY BUT FORTUNATELY NOTHING FOR MY OWN TEETH PERHAPS IT BETRAYS THE SPECIES TO WHICH I BELONG BUT NOT TO MYSELF AS IS SUFFICIENTLY AGREEABLE TO ME BUT WHAT HAS HAPPENED TO YOU,,"Probablement mais heureusement rien pour mes propres dents, peut-être, il trahit l'espèce à laquelle j'appartiens mais pas à moi-même comme c'est suffisamment agréable pour moi, mais ce qui vous est arrivé",422-122949-0032 ,"422-122949-0032 Probablement mais heureusement rien pour mes propres dents, peut-être, il trahit l'espèce à laquelle j'appartiens mais pas à moi-même comme c'est suffisamment agréable pour moi, mais ce qui vous est arrivé"
422-122949-0033 I DO NOT KNOW HE SAID HESITATINGLY PERHAPS THE HARPIES HAVE FLOWN OVER MY TABLE,I DO NOT KNOW HE SAID HESITATINGLY PERHAPS THE HARPIES HAVE FLOWN OVER MY TABLE,,Je ne sais pas qu'il a dit avec hésitation que les Harpies ont peut-être volé sur ma table,422-122949-0033 ,422-122949-0033 Je ne sais pas qu'il a dit avec hésitation que les Harpies ont peut-être volé sur ma table
422-122949-0034 TO SUFFOCATE WITH HIS MEMORIES TO HIM WHO HAS THE DESIRES OF A LOFTY AND DAINTY SOUL AND ONLY SELDOM FINDS HIS TABLE LAID AND HIS FOOD PREPARED THE DANGER WILL ALWAYS BE GREAT NOWADAYS HOWEVER IT IS EXTRAORDINARILY SO,TO SUFFOCATE WITH HIS MEMORIES TO HIM WHO HAS THE DESIRES OF A LOFTY AND DAINTY SOUL AND ONLY SELDOM FINDS HIS TABLE LAID AND HIS FOOD PREPARED THE DANGER WILL ALWAYS BE GREAT NOWADAYS HOWEVER IT IS EXTRAORDINARILY SO,,"Pour suffoquer avec ses souvenirs à celui qui a les désirs d'une âme élevée et délicate et ne trouve rarement que sa table et sa nourriture préparée le danger sera toujours génial de nos jours, mais c'est extraordinairement",422-122949-0034 ,"422-122949-0034 Pour suffoquer avec ses souvenirs à celui qui a les désirs d'une âme élevée et délicate et ne trouve rarement que sa table et sa nourriture préparée le danger sera toujours génial de nos jours, mais c'est extraordinairement"
422-122949-0035 AND TO CHOOSE FOR COMPANY THAT ROGUISH AND CHEERFUL VICE POLITENESS,AND TO CHOOSE FOR COMPANY THAT ROGUISH AND CHEERFUL VICE POLITENESS,,Et choisir une entreprise qui coquine et joyeuse politesse,422-122949-0035 ,422-122949-0035 Et choisir une entreprise qui coquine et joyeuse politesse
2086-149214-0000 THE NARRATIVE IT MAY BE IS WOVEN OF SO HUMBLE A TEXTURE AS TO REQUIRE THIS ADVANTAGE AND AT THE SAME TIME TO RENDER IT THE MORE DIFFICULT OF ATTAINMENT,THE NARRATIVE IT MAY BE IS WOVEN OF SO HUMBLE A TEXTURE AS TO REQUIRE THIS ADVANTAGE AND AT THE SAME TIME TO RENDER IT THE MORE DIFFICULT OF ATTAINMENT,,Le récit qu'il peut être est tissé d'une texture si humble qu'elle nécessite cet avantage et en même temps pour la rendre plus difficile de réaliser,2086-149214-0000 ,2086-149214-0000 Le récit qu'il peut être est tissé d'une texture si humble qu'elle nécessite cet avantage et en même temps pour la rendre plus difficile de réaliser
2086-149214-0001 IN GOOD FAITH HOWEVER HE IS NOT SUFFICIENTLY IMAGINATIVE TO FLATTER HIMSELF WITH THE SLIGHTEST HOPE OF THIS KIND,IN GOOD FAITH HOWEVER HE IS NOT SUFFICIENTLY IMAGINATIVE TO FLATTER HIMSELF WITH THE SLIGHTEST HOPE OF THIS KIND,,"De bonne foi, mais il n'est pas suffisamment imaginatif pour se flatter avec le moindre espoir de ce genre",2086-149214-0001 ,"2086-149214-0001 De bonne foi, mais il n'est pas suffisamment imaginatif pour se flatter avec le moindre espoir de ce genre"
2086-149214-0002 THE AUTHOR HAS CONSIDERED IT HARDLY WORTH HIS WHILE THEREFORE RELENTLESSLY TO IMPALE THE STORY WITH ITS MORAL AS WITH AN IRON ROD OR RATHER AS BY STICKING A PIN THROUGH A BUTTERFLY THUS AT ONCE DEPRIVING IT OF LIFE AND CAUSING IT TO STIFFEN IN AN UNGAINLY AND UNNATURAL ATTITUDE,THE AUTHOR HAS CONSIDERED IT HARDLY WORTH HIS WHILE THEREFORE RELENTLESSLY TO IMPALE THE STORY WITH ITS MORAL AS WITH AN IRON ROD OR RATHER AS BY STICKING A PIN THROUGH A BUTTERFLY THUS AT ONCE DEPRIVING IT OF LIFE AND CAUSING IT TO STIFFEN IN AN UNGAINLY AND UNNATURAL ATTITUDE,,L'auteur a considéré que cela en valait la peine d'être donc sans relâche à empêcher l'histoire avec sa morale comme avec une tige de fer ou plutôt comme en collant une épingle à travers un papillon ainsi à la fois à la fois de la vie et en la faisant raitir dans un disflumage et contre nature à la fois. ATTITUDE,2086-149214-0002 ,2086-149214-0002 L'auteur a considéré que cela en valait la peine d'être donc sans relâche à empêcher l'histoire avec sa morale comme avec une tige de fer ou plutôt comme en collant une épingle à travers un papillon ainsi à la fois à la fois de la vie et en la faisant raitir dans un disflumage et contre nature à la fois. ATTITUDE
2086-149214-0003 IF PERMITTED BY THE HISTORICAL CONNECTION WHICH THOUGH SLIGHT WAS ESSENTIAL TO HIS PLAN THE AUTHOR WOULD VERY WILLINGLY HAVE AVOIDED ANYTHING OF THIS NATURE,IF PERMITTED BY THE HISTORICAL CONNECTION WHICH THOUGH SLIGHT WAS ESSENTIAL TO HIS PLAN THE AUTHOR WOULD VERY WILLINGLY HAVE AVOIDED ANYTHING OF THIS NATURE,,"S'il est autorisé par la connexion historique qui, bien que légère, était essentielle à son plan, l'auteur aurait très volontairement évité quoi que ce soit de cette nature",2086-149214-0003 ,"2086-149214-0003 S'il est autorisé par la connexion historique qui, bien que légère, était essentielle à son plan, l'auteur aurait très volontairement évité quoi que ce soit de cette nature"
2086-149214-0004 HE TRUSTS NOT TO BE CONSIDERED AS UNPARDONABLY OFFENDING BY LAYING OUT A STREET THAT INFRINGES UPON NOBODY'S PRIVATE RIGHTS AND APPROPRIATING A LOT OF LAND WHICH HAD NO VISIBLE OWNER AND BUILDING A HOUSE OF MATERIALS LONG IN USE FOR CONSTRUCTING CASTLES IN THE AIR,HE TRUSTS NOT TO BE CONSIDERED AS UNPARDONABLY OFFENDING BY LAYING OUT A STREET THAT INFRINGES UPON NOBODY'S PRIVATE RIGHTS AND APPROPRIATING A LOT OF LAND WHICH HAD NO VISIBLE OWNER AND BUILDING A HOUSE OF MATERIALS LONG IN USE FOR CONSTRUCTING CASTLES IN THE AIR,,Il a confiance en ne pas être considéré comme impardonnablement offensant en dispensant une rue qui porte atteinte aux droits privés de personne et ne s'appropriant pas beaucoup de terres qui n'avaient pas de propriétaire visible et de construire une maison de matériaux longtemps en usage pour construire des châteaux dans les airs,2086-149214-0004 ,2086-149214-0004 Il a confiance en ne pas être considéré comme impardonnablement offensant en dispensant une rue qui porte atteinte aux droits privés de personne et ne s'appropriant pas beaucoup de terres qui n'avaient pas de propriétaire visible et de construire une maison de matériaux longtemps en usage pour construire des châteaux dans les airs
2086-149220-0000 THE ENCLOSURE HAD FORMERLY BEEN VERY EXTENSIVE BUT WAS NOW CONTRACTED WITHIN SMALL COMPASS AND HEMMED ABOUT PARTLY BY HIGH WOODEN FENCES AND PARTLY BY THE OUTBUILDINGS OF HOUSES THAT STOOD ON ANOTHER STREET,THE ENCLOSURE HAD FORMERLY BEEN VERY EXTENSIVE BUT WAS NOW CONTRACTED WITHIN SMALL COMPASS AND HEMMED ABOUT PARTLY BY HIGH WOODEN FENCES AND PARTLY BY THE OUTBUILDINGS OF HOUSES THAT STOOD ON ANOTHER STREET,,"L'enceinte était auparavant très étendue, mais était maintenant contractée dans une petite boussole et ourée en partie par des clôtures en bois élevées et en partie par les dépendances de maisons qui se tenaient dans une autre rue",2086-149220-0000 ,"2086-149220-0000 L'enceinte était auparavant très étendue, mais était maintenant contractée dans une petite boussole et ourée en partie par des clôtures en bois élevées et en partie par les dépendances de maisons qui se tenaient dans une autre rue"
2086-149220-0001 THE WHITE DOUBLE ROSEBUSH HAD EVIDENTLY BEEN PROPPED UP ANEW AGAINST THE HOUSE SINCE THE COMMENCEMENT OF THE SEASON AND A PEAR TREE AND THREE DAMSON TREES WHICH EXCEPT A ROW OF CURRANT BUSHES CONSTITUTED THE ONLY VARIETIES OF FRUIT BORE MARKS OF THE RECENT AMPUTATION OF SEVERAL SUPERFLUOUS OR DEFECTIVE LIMBS,THE WHITE DOUBLE ROSEBUSH HAD EVIDENTLY BEEN PROPPED UP ANEW AGAINST THE HOUSE SINCE THE COMMENCEMENT OF THE SEASON AND A PEAR TREE AND THREE DAMSON TREES WHICH EXCEPT A ROW OF CURRANT BUSHES CONSTITUTED THE ONLY VARIETIES OF FRUIT BORE MARKS OF THE RECENT AMPUTATION OF SEVERAL SUPERFLUOUS OR DEFECTIVE LIMBS,,"Le double rosebush blanc avait évidemment été soutenu à nouveau contre la maison depuis le début de la saison et un poire et trois damson qui, à l'exception d'une rangée de buissons de groseille, constituaient les seules variétés de marques de fruits de la récente amputation de plusieurs superflues ou Membres défectueux",2086-149220-0001 ,"2086-149220-0001 Le double rosebush blanc avait évidemment été soutenu à nouveau contre la maison depuis le début de la saison et un poire et trois damson qui, à l'exception d'une rangée de buissons de groseille, constituaient les seules variétés de marques de fruits de la récente amputation de plusieurs superflues ou Membres défectueux"
2086-149220-0002 THERE WERE ALSO A FEW SPECIES OF ANTIQUE AND HEREDITARY FLOWERS IN NO VERY FLOURISHING CONDITION BUT SCRUPULOUSLY WEEDED AS IF SOME PERSON EITHER OUT OF LOVE OR CURIOSITY HAD BEEN ANXIOUS TO BRING THEM TO SUCH PERFECTION AS THEY WERE CAPABLE OF ATTAINING,THERE WERE ALSO A FEW SPECIES OF ANTIQUE AND HEREDITARY FLOWERS IN NO VERY FLOURISHING CONDITION BUT SCRUPULOUSLY WEEDED AS IF SOME PERSON EITHER OUT OF LOVE OR CURIOSITY HAD BEEN ANXIOUS TO BRING THEM TO SUCH PERFECTION AS THEY WERE CAPABLE OF ATTAINING,,"Il y avait aussi quelques espèces de fleurs antiques et héréditaires dans aucun état très florissant, mais scrupuleusement a désherbé comme si une personne soit par amour ou par curiosité avait hâte de les amener à une telle perfection qu'ils étaient capables d'atteindre",2086-149220-0002 ,"2086-149220-0002 Il y avait aussi quelques espèces de fleurs antiques et héréditaires dans aucun état très florissant, mais scrupuleusement a désherbé comme si une personne soit par amour ou par curiosité avait hâte de les amener à une telle perfection qu'ils étaient capables d'atteindre"
